0,-9.59484,-9.59445,-9.59445,-9.635
1,-9.552,-9.54939,-9.54939,-9.635
2,-9.49963,-9.49933,-9.49933,-9.59445
3,-9.44673,-9.44371,-9.44371,-9.54939
4,-9.38205,-9.3819,-9.3819,-9.49933
5,-9.31672,-9.31323,-9.31323,-9.44371
6,-9.24448,-9.3819,-9.23693,-9.3819
7,-9.31672,-9.425,-9.31323,-9.31323
8,-9.36951,-9.3703,-9.36907,-9.36959
9,-9.32355,-9.32485,-9.32464,-9.33344
10,-9.28869,-9.28369,-9.28695,-9.29405
11,-9.25952,-9.26249,-9.25716,-9.26049
12,-9.24448,-9.24629,-9.25029,-9.25033
13,0,0,0,0
14,-3.17445,-3.17864,-3.2314,-3.22705
15,-3.17445,-3.18058,-3.2007,-3.2284
16,-3.17445,-3.17468,-3.15872,-3.21132
17,-3.17445,-3.20707,-3.16067,-3.21627
18,-3.17445,-3.19971,-3.21263,-3.22583
19,-3.17445,-3.21932,-3.21262,-3.22857
20,-9.55261,-9.54939,-9.54939,-9.59445
21,-9.50434,-9.49933,-9.49933,-9.59445
22,-9.45026,-9.44371,-9.44371,-9.54939
23,-9.39253,-9.3819,-9.3819,-9.49933
24,-9.31334,-9.31323,-9.31323,-9.44371
25,-9.24624,-9.23693,-9.23693,-9.3819
26,-9.15604,-9.31323,-9.15215,-9.31323
27,-9.2428,-9.38189,-9.23693,-9.23693
28,-9.32099,-9.32285,-9.31323,-9.31323
29,-9.28821,-9.28806,-9.28731,-9.30465
30,-9.26099,-9.2599,-9.26078,-9.25835
31,-9.23988,-9.24201,-9.23837,-9.23909
32,-9.23575,-9.23186,-9.23196,-9.22918
33,0,0,0,0
34,-3.18223,-3.21639,-3.23394,-3.17366
35,-3.21029,-3.14738,-3.18109,-3.22025
36,-3.14384,-3.16665,-3.1429,-3.16066
37,-3.16775,-3.19008,-3.1436,-3.16058
38,-3.21222,-3.17265,-3.15384,-3.19496
39,-3.22658,-3.16842,-3.16957,-3.17597
40,-9.50047,-9.49933,-9.49933,-9.54887
41,-9.45082,-9.44371,-9.44371,-9.54458
42,-9.38649,-9.3819,-9.3819,-9.49833
43,-9.32551,-9.31323,-9.31323,-9.44342
44,-9.24885,-9.23693,-9.23693,-9.38179
45,-9.15373,-9.15215,-9.15215,-9.31323
46,-9.07541,-9.23693,-9.05794,-9.23693
47,-9.16211,-9.31323,-9.15215,-9.15215
48,-9.24403,-9.27791,-9.23693,-9.23693
49,-9.24937,-9.24741,-9.24575,-9.24675
50,-9.22732,-9.2263,-9.22472,-9.22962
51,-9.21218,-9.20918,-9.2086,-9.21226
52,-9.20628,-9.20152,-9.20482,-9.20175
53,0,0,0,0
54,-3.18448,-3.16283,-3.22968,-3.2095
55,-3.16837,-3.1869,-3.14203,-3.17849
56,-3.15085,-3.18063,-3.15385,-3.19671
57,-3.14074,-3.16689,-3.18895,-3.15682
58,-3.15082,-3.23202,-3.18501,-3.18029
59,-3.18551,-3.15616,-3.22124,-3.1867
60,-9.4443,-9.44371,-9.44371,-9.49674
61,-9.38257,-9.3819,-9.3819,-9.45596
62,-9.32005,-9.31323,-9.31323,-9.41539
63,-9.24828,-9.23693,-9.23693,-9.35014
64,-9.15889,-9.15215,-9.15215,-9.27501
65,-9.0711,-9.05794,-9.05794,-9.23693
66,-8.95738,-9.15215,-8.95328,-9.15215
67,-9.0674,-9.23693,-9.05794,-9.05794
68,-9.15994,-9.24897,-9.15215,-9.15215
69,-9.19974,-9.20372,-9.19851,-9.20061
70,-9.1866,-9.18558,-9.18205,-9.17905
71,-9.17826,-9.1702,-9.17303,-9.17701
72,-9.17392,-9.17319,-9.16728,-9.17265
73,0,0,0,0
74,-3.18172,-3.17521,-3.21273,-3.15498
75,-3.14164,-3.1417,-3.17837,-3.1601
76,-3.18815,-3.15539,-3.20266,-3.15155
77,-3.15779,-3.23219,-3.14039,-3.19496
78,-3.21091,-3.23453,-3.17134,-3.22829
79,-3.17073,-3.16384,-3.26347,-3.21458
80,-9.3897,-9.3819,-9.3819,-9.44244
81,-9.3215,-9.31323,-9.31323,-9.42085
82,-9.24445,-9.23693,-9.23693,-9.36225
83,-9.15466,-9.15215,-9.15215,-9.28436
84,-9.06143,-9.05794,-9.05794,-9.21989
85,-8.96024,-8.95328,-8.95328,-9.15215
86,-8.84325,-9.05794,-8.83698,-9.05794
87,-8.96346,-9.15215,-8.95328,-8.95328
88,-9.06614,-9.19985,-9.05794,-9.05794
89,-9.14789,-9.14285,-9.13533,-9.13529
90,-9.12977,-9.13393,-9.12881,-9.13225
91,-9.13194,-9.13092,-9.12464,-9.13274
92,-9.13258,-9.12456,-9.12302,-9.12514
93,0,0,0,0
94,-3.1827,-3.17592,-3.20829,-3.17175
95,-3.15132,-3.26069,-3.16534,-3.19234
96,-3.21216,-3.22912,-3.21794,-3.20501
97,-3.16713,-3.18849,-3.14031,-3.21741
98,-3.21714,-3.17434,-3.22298,-3.19121
99,-3.20667,-3.22938,-3.17284,-3.27253
100,-9.31841,-9.31323,-9.31323,-9.38021
101,-9.24756,-9.23693,-9.23693,-9.36271
102,-9.16664,-9.15215,-9.15215,-9.28452
103,-9.06346,-9.05794,-9.05794,-9.18488
104,-8.9573,-8.95328,-8.95328,-9.11878
105,-8.84909,-8.83698,-8.83698,-9.05794
106,-8.70829,-8.95328,-8.70776,-8.95328
107,-8.85727,-9.05794,-8.83698,-8.83698
108,-8.9552,-9.13209,-8.95328,-8.95328
109,-9.06273,-9.06679,-9.05285,-9.05282
110,-9.06404,-9.06841,-9.06598,-9.07674
111,-9.08084,-9.06923,-9.07233,-9.07459
112,-9.07444,-9.07379,-9.07297,-9.07671
113,0,0,0,0
114,-3.18165,-3.26625,-3.14948,-3.21451
115,-3.21455,-3.22353,-3.23528,-3.20456
116,-3.18229,-3.22192,-3.18781,-3.22638
117,-3.14719,-3.19986,-3.15831,-3.18101
118,-3.17747,-3.20565,-3.21805,-3.17743
119,-3.20408,-3.14302,-3.22493,-3.17884
120,-9.24528,-9.23693,-9.23693,-9.30613
121,-9.15619,-9.15215,-9.15215,-9.27469
122,-9.07249,-9.05794,-9.05794,-9.19289
123,-8.96618,-8.95328,-8.95328,-9.09403
124,-8.83842,-8.83698,-8.83698,-9.04221
125,-8.73156,-8.70776,-8.70776,-8.95328
126,-8.56823,-8.83698,-8.56418,-8.83698
127,-8.71965,-8.95328,-8.70776,-8.70776
128,-8.84938,-9.05662,-8.83698,-8.83698
129,-8.96016,-8.98086,-8.95285,-8.95289
130,-9.00113,-9.00584,-8.99464,-9.00259
131,-9.0161,-9.01424,-9.01803,-9.0167
132,-9.01913,-9.02737,-9.02364,-9.02225
133,0,0,0,0
134,-3.19282,-3.20766,-3.24463,-3.22949
135,-3.215,-3.1956,-3.24519,-3.22193
136,-3.18306,-3.20679,-3.20175,-3.22712
137,-3.17033,-3.19599,-3.16026,-3.20938
138,-3.17392,-3.17839,-3.22065,-3.21215
139,-3.21992,-3.16096,-3.1794,-3.17533
140,-9.16064,-9.15215,-9.15215,-9.23033
141,-9.06678,-9.05794,-9.05794,-9.17901
142,-8.95399,-8.95328,-8.95328,-9.11845
143,-8.84313,-8.83698,-8.83698,-8.97868
144,-8.71972,-8.70776,-8.70776,-8.91866
145,-8.57551,-8.56418,-8.56418,-8.83697
146,-8.40739,-8.70776,-8.40465,-8.70776
147,-8.56814,-8.83698,-8.56418,-8.56418
148,-8.71027,-8.95309,-8.70776,-8.70776
149,-8.84938,-8.91616,-8.83695,-8.83695
150,-8.92807,-8.92141,-8.91947,-8.91791
151,-8.96586,-8.95831,-8.94997,-8.957
152,-8.9708,-8.96771,-8.96714,-8.97287
153,0,0,0,0
154,-3.25981,-3.25074,-3.30103,-3.29836
155,-3.20738,-3.25594,-3.20191,-3.31042
156,-3.2263,-3.25083,-3.2775,-3.21663
157,-3.15474,-3.18322,-3.24134,-3.20641
158,-3.19851,-3.16909,-3.20115,-3.17837
159,-3.16078,-3.23692,-3.17505,-3.19407
160,-9.06865,-9.05794,-9.05794,-9.14133
161,-8.96084,-8.95328,-8.95328,-9.05207
162,-8.84571,-8.83698,-8.83698,-8.99624
163,-8.70885,-8.70776,-8.70776,-8.91924
164,-8.5677,-8.56418,-8.56418,-8.79469
165,-8.41026,-8.40465,-8.40465,-8.70776
166,-8.23529,-8.56418,-8.22739,-8.56418
167,-8.42993,-8.70776,-8.40465,-8.40465
168,-8.58555,-8.83697,-8.56418,-8.56418
169,-8.72827,-8.78493,-8.70776,-8.70776
170,-8.83896,-8.82864,-8.82195,-8.82251
171,-8.88807,-8.88359,-8.88408,-8.88767
172,-8.91229,-8.91884,-8.91732,-8.91935
173,0,0,0,0
174,-3.25063,-3.33962,-3.28065,-3.29926
175,-3.27595,-3.30254,-3.27879,-3.27002
176,-3.2965,-3.26721,-3.30908,-3.28918
177,-3.20148,-3.21587,-3.21478,-3.27
178,-3.14104,-3.18873,-3.15218,-3.2026
179,-3.17624,-3.16291,-3.12544,-3.13105
180,-8.96617,-8.95328,-8.95328,-9.03936
181,-8.84119,-8.83698,-8.83698,-9.00146
182,-8.72227,-8.70776,-8.70776,-8.89188
