0,-8.93672,-8.93926,-8.94488,-8.93953
1,-8.95788,-8.96084,-8.95901,-8.95654
2,-8.99894,-9.0022,-8.99305,-8.99776
3,-9.048,-9.07128,-9.05006,-9.04369
4,-9.11268,-9.11554,-9.10844,-9.10819
5,-9.17296,-9.17057,-9.1709,-9.17164
6,-9.24448,-9.28479,-9.23693,-9.2375
7,-9.31672,-9.39082,-9.31323,-9.31323
8,-9.38205,-9.49933,-9.3819,-9.3819
9,-9.44673,-9.54939,-9.44371,-9.44371
10,-9.49963,-9.59351,-9.49933,-9.49933
11,-9.552,-9.54889,-9.54892,-9.54886
12,-9.52415,-9.52587,-9.52512,-9.52921
13,0,0,0,0
14,-3.17445,-3.15179,-3.20519,-3.17113
15,-3.17445,-3.17936,-3.21505,-3.13055
16,-3.17445,-3.17979,-3.16839,-3.19836
17,-3.17445,-3.21737,-3.1731,-3.19436
18,-3.17445,-3.17105,-3.23283,-3.21109
19,-3.17445,-3.16249,-3.14146,-3.20031
20,-8.92483,-8.91345,-8.9207,-8.91522
21,-8.92954,-8.9629,-8.93497,-8.93493
22,-8.97594,-8.97198,-8.97347,-8.97645
23,-9.02158,-9.01474,-9.01359,-9.01583
24,-9.0669,-9.07285,-9.0615,-9.06533
25,-9.13123,-9.12951,-9.11895,-9.12187
26,-9.15332,-9.24031,-9.15215,-9.18563
27,-9.24688,-9.35491,-9.23693,-9.23693
28,-9.318,-9.44371,-9.31323,-9.31323
29,-9.38283,-9.49933,-9.3819,-9.3819
30,-9.4539,-9.54939,-9.44371,-9.44371
31,-9.50807,-9.52568,-9.49933,-9.49933
32,-9.50186,-9.50354,-9.50342,-9.5021
33,0,0,0,0
34,-3.19505,-3.24558,-3.23938,-3.29378
35,-3.18851,-3.23333,-3.19715,-3.22621
36,-3.15762,-3.22001,-3.17949,-3.19677
37,-3.17106,-3.21394,-3.17839,-3.15871
38,-3.18164,-3.22429,-3.23058,-3.16776
39,-3.1506,-3.21581,-3.27708,-3.17339
40,-8.87656,-8.89854,-8.88242,-8.87932
41,-8.90267,-8.90703,-8.89612,-8.89618
42,-8.92972,-8.95493,-8.92558,-8.92197
43,-8.97298,-8.9635,-8.96588,-8.96542
44,-9.00705,-9.00569,-9.00294,-9.00457
45,-9.05938,-9.04997,-9.04895,-9.05335
46,-9.07066,-9.18796,-9.05795,-9.10151
47,-9.16683,-9.30773,-9.15215,-9.15215
48,-9.24547,-9.3819,-9.23693,-9.23693
49,-9.31525,-9.44371,-9.31323,-9.31323
50,-9.3872,-9.49933,-9.3819,-9.3819
51,-9.44419,-9.47968,-9.44371,-9.44371
52,-9.47084,-9.46693,-9.46753,-9.46982
53,0,0,0,0
54,-3.24612,-3.19074,-3.21128,-3.23663
55,-3.23197,-3.19379,-3.17331,-3.20537
56,-3.1943,-3.16228,-3.1477,-3.26057
57,-3.16543,-3.1876,-3.1692,-3.20712
58,-3.19108,-3.22943,-3.18842,-3.21431
59,-3.23398,-3.21068,-3.32653,-3.21365
60,-8.84629,-8.84448,-8.83127,-8.83411
61,-8.8447,-8.85138,-8.84574,-8.85463
62,-8.87576,-8.88495,-8.86694,-8.86908
63,-8.89907,-8.91715,-8.89928,-8.90463
64,-8.93924,-8.93983,-8.9405,-8.93989
65,-8.98927,-8.98476,-8.97322,-8.98481
66,-8.95773,-9.0992,-8.95328,-9.03495
67,-9.06865,-9.23551,-9.05795,-9.05795
68,-9.15606,-9.31323,-9.15215,-9.15215
69,-9.24999,-9.3819,-9.23693,-9.23693
70,-9.32547,-9.44371,-9.31323,-9.31323
71,-9.38986,-9.47513,-9.3819,-9.3819
72,-9.43197,-9.43402,-9.43022,-9.43084
73,0,0,0,0
74,-3.18776,-3.20149,-3.16297,-3.16867
75,-3.15775,-3.18673,-3.12021,-3.17132
76,-3.17661,-3.19277,-3.18432,-3.14409
77,-3.17795,-3.19102,-3.22054,-3.16523
78,-3.20605,-3.25335,-3.19874,-3.18454
79,-3.27412,-3.2365,-3.29422,-3.25615
80,-8.77967,-8.77983,-8.77005,-8.76661
81,-8.79027,-8.78181,-8.78631,-8.78749
82,-8.80562,-8.80417,-8.80045,-8.80295
83,-8.82713,-8.83852,-8.82534,-8.8313
84,-8.86846,-8.86127,-8.86122,-8.86224
85,-8.90561,-8.89448,-8.89202,-8.8994
86,-8.84253,-9.03883,-8.83698,-8.96718
87,-8.95958,-9.15141,-8.95328,-8.95328
88,-9.07267,-9.23693,-9.05795,-9.05795
89,-9.16645,-9.31323,-9.15215,-9.15215
90,-9.24039,-9.3819,-9.23693,-9.23693
91,-9.32113,-9.43255,-9.31323,-9.31323
92,-9.38339,-9.38761,-9.37733,-9.37716
93,0,0,0,0
94,-3.17686,-3.17234,-3.1587,-3.23284
95,-3.12377,-3.1483,-3.16858,-3.17697
96,-3.20208,-3.15969,-3.1471,-3.16037
97,-3.20365,-3.21723,-3.24607,-3.15572
98,-3.2151,-3.18393,-3.2642,-3.23849
99,-3.22933,-3.22625,-3.21537,-3.25802
100,-8.70502,-8.70865,-8.69907,-8.70338
101,-8.72143,-8.71067,-8.7149,-8.71477
102,-8.72733,-8.72689,-8.72641,-8.726
103,-8.75221,-8.74451,-8.74195,-8.75088
104,-8.77804,-8.77112,-8.76978,-8.76978
105,-8.79858,-8.80369,-8.79697,-8.79662
106,-8.72868,-8.94067,-8.70776,-8.8852
107,-8.85604,-9.05778,-8.83698,-8.83698
108,-8.97181,-9.15215,-8.95328,-8.95328
109,-9.06085,-9.23693,-9.05795,-9.05795
110,-9.15503,-9.31323,-9.15215,-9.15215
111,-9.23859,-9.37696,-9.23693,-9.23693
112,-9.31417,-9.31243,-9.31193,-9.31198
113,0,0,0,0
114,-3.17163,-3.15626,-3.13332,-3.15939
115,-3.15193,-3.17107,-3.21074,-3.16738
116,-3.16336,-3.20076,-3.18338,-3.17517
117,-3.21614,-3.18589,-3.23293,-3.18954
118,-3.24579,-3.20019,-3.18625,-3.20823
119,-3.21778,-3.16881,-3.1594,-3.20116
120,-8.62122,-8.62966,-8.62308,-8.62628
121,-8.64226,-8.63887,-8.62941,-8.63835
122,-8.64427,-8.64563,-8.64453,-8.63955
123,-8.66635,-8.65079,-8.65423,-8.65081
124,-8.67711,-8.67706,-8.66604,-8.66843
125,-8.7074,-8.68711,-8.68707,-8.69238
126,-8.58023,-8.81887,-8.56418,-8.78964
127,-8.71673,-8.95314,-8.70776,-8.70776
128,-8.83746,-9.05795,-8.83698,-8.83698
129,-8.96488,-9.15215,-8.95328,-8.95328
130,-9.07494,-9.23693,-9.05795,-9.05795
131,-9.16051,-9.31186,-9.15215,-9.15215
132,-9.23693,-9.25947,-9.23666,-9.23664
133,0,0,0,0
134,-3.1231,-3.21011,-3.14145,-3.10142
135,-3.20822,-3.22605,-3.19998,-3.18013
136,-3.18892,-3.17519,-3.16736,-3.21337
137,-3.18561,-3.20751,-3.22816,-3.16642
138,-3.19682,-3.16383,-3.21094,-3.16514
139,-3.13688,-3.17445,-3.14133,-3.1814
140,-8.53525,-8.54271,-8.53736,-8.53284
141,-8.55447,-8.54534,-8.54062,-8.53918
142,-8.564,-8.55686,-8.55097,-8.55308
143,-8.57038,-8.55489,-8.54907,-8.57345
144,-8.55713,-8.56393,-8.55445,-8.56688
145,-8.56918,-8.55443,-8.55469,-8.56673
146,-8.41034,-8.70397,-8.40465,-8.68145
147,-8.57634,-8.83697,-8.56418,-8.56418
148,-8.71754,-8.95328,-8.70776,-8.70776
149,-8.85478,-9.05795,-8.83698,-8.83698
150,-8.9632,-9.15215,-8.95328,-8.95328
151,-9.06101,-9.23669,-9.05795,-9.05795
152,-9.15789,-9.18453,-9.15212,-9.15212
153,0,0,0,0
154,-3.1514,-3.14471,-3.17666,-3.1519
155,-3.19307,-3.18852,-3.15356,-3.15768
156,-3.15503,-3.21399,-3.20171,-3.18809
157,-3.21721,-3.18872,-3.22176,-3.18146
158,-3.15399,-3.17481,-3.18936,-3.18258
159,-3.14735,-3.15118,-3.18531,-3.11995
160,-8.44907,-8.45627,-8.44561,-8.44236
161,-8.4515,-8.44408,-8.44924,-8.45682
162,-8.44689,-8.44431,-8.44812,-8.45515
163,-8.46194,-8.43815,-8.44314,-8.44406
164,-8.4579,-8.44713,-8.4484,-8.44203
165,-8.4105,-8.4013,-8.40098,-8.42392
166,-8.26086,-8.56218,-8.2274,-8.53897
167,-8.41553,-8.70776,-8.40465,-8.40465
168,-8.59112,-8.83698,-8.56418,-8.56418
169,-8.73059,-8.95328,-8.70776,-8.70776
170,-8.8416,-9.05795,-8.83698,-8.83698
171,-8.96485,-9.15215,-8.95328,-8.95328
172,-9.07064,-9.09181,-9.05795,-9.05795
173,0,0,0,0
174,-3.1776,-3.15383,-3.3148,-3.22643
175,-3.15396,-3.2602,-3.16892,-3.19745
176,-3.22397,-3.25005,-3.21547,-3.2063
177,-3.22745,-3.22322,-3.2232,-3.18114
178,-3.18935,-3.16673,-3.19273,-3.16259
179,-3.14192,-3.1688,-3.18301,-3.16215
180,-8.36104,-8.3463,-8.34276,-8.34684
181,-8.35381,-8.35163,-8.3473,-8.34643
182,-8.34511,-8.34152,-8.34384,-8.35334
183,-8.35623,-8.38172,-8.33559,-8.36614
184,-8.40796,-8.4033,-8.40326,-8.41676
185,-8.2376,-8.2274,-8.2274,-8.56205
186,-8.03805,-8.40465,-8.03045,-8.40465
